pokemon,attack
horsea,ice beam
horsea,blizzard
horsea,bubble beam
horsea,aurora beam
horsea,dragon rage
horsea,toxic
horsea,agility
horsea,rage
horsea,mimic
horsea,double team
horsea,smokescreen
horsea,focus energy
horsea,bide
horsea,waterfall
horsea,swift
horsea,skull bash
horsea,bubble
horsea,splash
horsea,rest
horsea,substitute
horsea,snore
horsea,curse
horsea,flail
horsea,protect
horsea,octazooka
horsea,icy wind
horsea,outrage
horsea,endure
horsea,swagger
horsea,attract
horsea,sleep talk
horsea,return
horsea,frustration
horsea,dragon breath
horsea,hidden power
horsea,twister
horsea,rain dance
horsea,whirlpool
horsea,hail
horsea,facade
horsea,secret power
horsea,dive
horsea,weather ball
horsea,signal beam
horsea,muddy water
horsea,bounce
horsea,dragon dance
horsea,water pulse
horsea,brine
horsea,natural gift
horsea,dragon pulse
horsea,flash cannon
horsea,captivate
horsea,round
horsea,clear smog
horsea,scald
horsea,confide
horsea,laser focus
horsea,liquidation
horsea,scale shot
horsea,flip turn
horsea,tera blast
horsea,chilling water
seadra,headbutt
seadra,take down
seadra,double edge
seadra,leer
seadra,disable
seadra,water gun
seadra,hydro pump
seadra,surf
seadra,ice beam
seadra,blizzard
seadra,bubble beam
seadra,aurora beam
seadra,hyper beam
seadra,toxic
seadra,agility
seadra,rage
seadra,mimic
seadra,double team
seadra,smokescreen
seadra,focus energy
seadra,bide
seadra,waterfall
seadra,swift
seadra,skull bash
seadra,bubble
seadra,splash
seadra,rest
seadra,substitute
seadra,snore
seadra,curse
seadra,flail
seadra,protect
seadra,scary face
seadra,icy wind
seadra,outrage
seadra,endure
seadra,swagger
seadra,attract
seadra,sleep talk
seadra,return
seadra,frustration
seadra,dragon breath
seadra,hidden power
seadra,twister
seadra,rain dance
seadra,whirlpool
seadra,hail
seadra,facade
seadra,secret power
seadra,dive
seadra,weather ball
seadra,signal beam
seadra,muddy water
seadra,bounce
seadra,dragon dance
seadra,water pulse
seadra,brine
seadra,natural gift
seadra,dragon pulse
seadra,giga impact
seadra,flash cannon
seadra,captivate
seadra,round
seadra,clear smog
seadra,scald
seadra,confide
seadra,laser focus
seadra,liquidation
seadra,scale shot
seadra,flip turn
seadra,tera blast
seadra,snowscape
seadra,chilling water
goldeen,swords dance
goldeen,headbutt
goldeen,horn attack
goldeen,fury attack
goldeen,horn drill
goldeen,body slam
goldeen,take down
goldeen,double edge
goldeen,tail whip
goldeen,supersonic
goldeen,water gun
goldeen,hydro pump
goldeen,surf
goldeen,ice beam
goldeen,blizzard
goldeen,psybeam
goldeen,bubble beam
goldeen,peck
goldeen,toxic
goldeen,agility
goldeen,quick attack
goldeen,rage
goldeen,mimic
goldeen,double team
goldeen,haze
goldeen,bide
goldeen,waterfall
goldeen,swift
goldeen,skull bash
goldeen,rest
goldeen,substitute
goldeen,snore
goldeen,curse
goldeen,flail
goldeen,protect
goldeen,mud slap
goldeen,icy wind
goldeen,endure
goldeen,swagger
goldeen,fury cutter
goldeen,attract
goldeen,sleep talk
goldeen,return
goldeen,frustration
goldeen,megahorn
goldeen,hidden power
goldeen,rain dance
goldeen,whirlpool
goldeen,hail
goldeen,facade
goldeen,knock off
goldeen,secret power
goldeen,dive
goldeen,mud sport
goldeen,signal beam
goldeen,muddy water
goldeen,bounce
goldeen,mud shot
goldeen,water sport
goldeen,water pulse
goldeen,natural gift
goldeen,acupressure
goldeen,aqua ring
goldeen,poison jab
goldeen,aqua tail
goldeen,captivate
goldeen,soak
goldeen,round
goldeen,scald
goldeen,drill run
goldeen,confide
goldeen,throat chop
goldeen,smart strike
goldeen,scale shot
goldeen,flip turn
seaking,swords dance
seaking,headbutt
seaking,horn attack
seaking,fury attack
seaking,horn drill
seaking,body slam
seaking,take down
seaking,double edge
seaking,tail whip
seaking,supersonic
seaking,water gun
seaking,hydro pump
seaking,surf
seaking,ice beam
seaking,blizzard
seaking,psybeam
seaking,bubble beam
seaking,hyper beam
seaking,peck
seaking,toxic
seaking,agility
seaking,quick attack
seaking,rage
seaking,mimic
seaking,double team
seaking,bide
seaking,waterfall
seaking,swift
seaking,skull bash
seaking,rest
seaking,substitute
seaking,snore
seaking,curse
seaking,flail
seaking,protect
seaking,mud slap
seaking,icy wind
seaking,endure
seaking,swagger
seaking,fury cutter
seaking,attract
seaking,sleep talk
seaking,return
seaking,frustration
seaking,megahorn
seaking,hidden power
seaking,rain dance
seaking,whirlpool
seaking,hail
seaking,facade
seaking,knock off
seaking,secret power
seaking,dive
seaking,signal beam
seaking,muddy water
seaking,bounce
seaking,mud shot
seaking,water sport
seaking,water pulse
seaking,natural gift
seaking,aqua ring
seaking,poison jab
seaking,aqua tail
seaking,giga impact
seaking,captivate
seaking,soak
seaking,round
seaking,scald
seaking,drill run
seaking,confide
seaking,throat chop
seaking,smart strike
seaking,scale shot
seaking,flip turn
staryu,headbutt
staryu,tackle
staryu,take down
staryu,double edge
staryu,supersonic
staryu,water gun
staryu,hydro pump
staryu,surf
staryu,ice beam
staryu,blizzard
staryu,psybeam
staryu,bubble beam
staryu,aurora beam
staryu,thunderbolt
staryu,thunder wave
staryu,thunder
staryu,toxic
staryu,psychic
staryu,rage
staryu,teleport
staryu,mimic
staryu,double team
staryu,recover
staryu,harden
staryu,minimize
staryu,confuse ray
staryu,barrier
staryu,light screen
staryu,reflect
staryu,bide
staryu,waterfall
staryu,swift
staryu,skull bash
staryu,flash
staryu,psywave
staryu,rest
staryu,tri attack
staryu,substitute
staryu,snore
staryu,curse
staryu,protect
staryu,zap cannon
staryu,icy wind
staryu,endure
staryu,rollout
staryu,swagger
staryu,attract
staryu,sleep talk
staryu,return
staryu,frustration
staryu,pain split
staryu,rapid spin
staryu,hidden power
staryu,twister
staryu,rain dance
staryu,psych up
staryu,whirlpool
staryu,hail
staryu,facade
staryu,magic coat
staryu,recycle
staryu,secret power
staryu,dive
staryu,camouflage
staryu,cosmic power
staryu,signal beam
staryu,water pulse
staryu,gravity
staryu,gyro ball
staryu,brine
staryu,natural gift
staryu,power gem
staryu,flash cannon
staryu,round
staryu,scald
staryu,reflect type
staryu,confide
staryu,dazzling gleam
staryu,flip turn
starmie,headbutt
starmie,tackle
starmie,take down
starmie,double edge
starmie,water gun
starmie,hydro pump
starmie,surf
starmie,ice beam
starmie,blizzard
starmie,psybeam
starmie,bubble beam
starmie,hyper beam
starmie,thunderbolt
starmie,thunder wave
starmie,thunder
starmie,toxic
starmie,psychic
starmie,agility
starmie,rage
starmie,teleport
starmie,mimic
starmie,double team
starmie,recover
starmie,harden
starmie,minimize
starmie,confuse ray
starmie,light screen
starmie,reflect
starmie,bide
starmie,waterfall
starmie,swift
starmie,skull bash
starmie,dream eater
starmie,flash
starmie,psywave
starmie,rest
starmie,tri attack
starmie,substitute
starmie,nightmare
starmie,snore
starmie,curse
starmie,protect
starmie,zap cannon
starmie,icy wind
starmie,endure
starmie,rollout
starmie,swagger
starmie,attract
starmie,sleep talk
starmie,return
starmie,frustration
starmie,pain split
starmie,rapid spin
starmie,hidden power
starmie,twister
starmie,rain dance
starmie,psych up
starmie,whirlpool
starmie,hail
starmie,facade
starmie,trick
starmie,magic coat
starmie,recycle
starmie,skill swap
starmie,secret power
starmie,dive
starmie,cosmic power
starmie,signal beam
starmie,water pulse
starmie,gravity
starmie,gyro ball
starmie,brine
starmie,natural gift
starmie,power gem
starmie,giga impact
starmie,avalanche
starmie,psycho cut
starmie,flash cannon
starmie,trick room
starmie,grass knot
starmie,wonder room
starmie,psyshock
starmie,telekinesis
starmie,round
starmie,ally switch
starmie,scald
starmie,confide
starmie,dazzling gleam
starmie,spotlight
starmie,expanding force
starmie,meteor beam
starmie,flip turn
mr-mime,pound
mr-mime,double slap
mr-mime,mega punch
mr-mime,fire punch
mr-mime,ice punch
mr-mime,thunder punch
mr-mime,mega kick
mr-mime,headbutt
mr-mime,body slam
mr-mime,take down
mr-mime,double edge
mr-mime,psybeam
mr-mime,hyper beam
mr-mime,submission
mr-mime,counter
mr-mime,seismic toss
mr-mime,solar beam
mr-mime,thunderbolt
mr-mime,thunder wave
mr-mime,thunder
mr-mime,toxic
mr-mime,confusion
mr-mime,psychic
mr-mime,hypnosis
mr-mime,meditate
mr-mime,rage
mr-mime,teleport
mr-mime,mimic
mr-mime,double team
mr-mime,confuse ray
mr-mime,barrier
mr-mime,light screen
mr-mime,reflect
mr-mime,bide
mr-mime,metronome
mr-mime,skull bash
mr-mime,dream eater
mr-mime,flash
mr-mime,psywave
mr-mime,rest
mr-mime,substitute
mr-mime,thief
mr-mime,nightmare
mr-mime,snore
mr-mime,curse
mr-mime,protect
mr-mime,mud slap
mr-mime,zap cannon
mr-mime,icy wind
mr-mime,endure
mr-mime,charm
mr-mime,swagger
mr-mime,attract
mr-mime,sleep talk
mr-mime,return
mr-mime,frustration
mr-mime,safeguard
mr-mime,dynamic punch
mr-mime,baton pass
mr-mime,encore
mr-mime,hidden power
mr-mime,rain dance
mr-mime,sunny day
mr-mime,psych up
mr-mime,shadow ball
mr-mime,future sight
mr-mime,fake out
mr-mime,uproar
mr-mime,torment
mr-mime,facade
mr-mime,focus punch
mr-mime,taunt
mr-mime,helping hand
mr-mime,trick
mr-mime,role play
mr-mime,magic coat
mr-mime,recycle
mr-mime,brick break
mr-mime,skill swap
mr-mime,snatch
mr-mime,secret power
mr-mime,teeter dance
mr-mime,tickle
mr-mime,signal beam
mr-mime,aerial ace
mr-mime,iron defense
mr-mime,covet
mr-mime,magical leaf
mr-mime,calm mind
mr-mime,shock wave
mr-mime,wake up slap
mr-mime,natural gift
mr-mime,payback
mr-mime,fling
mr-mime,copycat
mr-mime,power swap
mr-mime,guard swap
mr-mime,sucker punch
mr-mime,drain punch
mr-mime,focus blast
mr-mime,energy ball
mr-mime,giga impact
mr-mime,nasty plot
mr-mime,zen headbutt
mr-mime,trick room
mr-mime,captivate
mr-mime,grass knot
mr-mime,charge beam
mr-mime,wide guard
mr-mime,power split
mr-mime,wonder room
mr-mime,psyshock
mr-mime,telekinesis
mr-mime,magic room
mr-mime,foul play
mr-mime,round
mr-mime,stored power
mr-mime,quick guard
mr-mime,ally switch
mr-mime,misty terrain
mr-mime,confide
mr-mime,mystical fire
mr-mime,dazzling gleam
mr-mime,infestation
mr-mime,power up punch
mr-mime,psychic terrain
mr-mime,expanding force
scyther,razor wind
scyther,swords dance
scyther,cut
scyther,wing attack
scyther,headbutt
scyther,take down
scyther,double edge
scyther,leer
scyther,hyper beam
scyther,counter
scyther,toxic
scyther,agility
scyther,quick attack
scyther,rage
scyther,mimic
scyther,double team
scyther,light screen
scyther,focus energy
scyther,bide
scyther,swift
scyther,skull bash
scyther,rest
scyther,slash
scyther,substitute
scyther,thief
scyther,snore
scyther,curse
scyther,reversal
scyther,protect
scyther,scary face
scyther,detect
scyther,endure
scyther,false swipe
scyther,swagger
scyther,fury cutter
scyther,steel wing
scyther,attract
scyther,sleep talk
scyther,return
scyther,frustration
scyther,safeguard
scyther,baton pass
scyther,pursuit
scyther,hidden power
scyther,rain dance
scyther,sunny day
scyther,rock smash
scyther,facade
scyther,helping hand
scyther,brick break
scyther,knock off
scyther,secret power
scyther,air cutter
scyther,silver wind
scyther,aerial ace
scyther,roost
scyther,natural gift
scyther,feint
scyther,tailwind
scyther,u turn
scyther,close combat
scyther,assurance
scyther,night slash
scyther,air slash
scyther,x scissor
scyther,bug buzz
scyther,vacuum wave
scyther,giga impact
scyther,psycho cut
scyther,defog
scyther,cross poison
scyther,captivate
scyther,bug bite
scyther,double hit
scyther,ominous wind
scyther,round
scyther,quick guard
scyther,acrobatics
scyther,struggle bug
scyther,confide
scyther,laser focus
scyther,lunge
scyther,brutal swing
scyther,skitter smack
scyther,dual wingbeat
scyther,tera blast
scyther,pounce
scyther,trailblaze
jynx,pound
jynx,double slap
jynx,mega punch
jynx,ice punch
jynx,mega kick
jynx,headbutt
jynx,body slam
jynx,take down
jynx,thrash
jynx,double edge
jynx,sing
jynx,water gun
jynx,ice beam
jynx,blizzard
jynx,bubble beam
jynx,hyper beam
jynx,submission
jynx,counter
jynx,seismic toss
jynx,toxic
jynx,confusion
jynx,psychic
jynx,rage
jynx,teleport
jynx,mimic
jynx,screech
jynx,double team
jynx,light screen
jynx,reflect
jynx,bide
jynx,metronome
jynx,lick
jynx,skull bash
jynx,dream eater
jynx,lovely kiss
jynx,flash
jynx,psywave
jynx,rest
jynx,substitute
jynx,thief
jynx,nightmare
jynx,snore
jynx,curse
jynx,powder snow
jynx,protect
jynx,sweet kiss
jynx,mud slap
jynx,perish song
jynx,icy wind
jynx,endure
jynx,charm
jynx,swagger
jynx,mean look
jynx,attract
jynx,sleep talk
jynx,heal bell
jynx,return
jynx,frustration
jynx,dynamic punch
jynx,encore
jynx,sweet scent
jynx,hidden power
jynx,rain dance
jynx,psych up
jynx,shadow ball
jynx,future sight
jynx,uproar
jynx,hail
jynx,torment
jynx,facade
jynx,focus punch
jynx,taunt
jynx,helping hand
jynx,trick
jynx,role play
jynx,magic coat
jynx,recycle
jynx,brick break
jynx,skill swap
jynx,secret power
jynx,hyper voice
jynx,fake tears
jynx,signal beam
jynx,icicle spear
jynx,covet
jynx,calm mind
jynx,water pulse
jynx,wake up slap
jynx,natural gift
jynx,payback
jynx,fling
jynx,wring out
jynx,copycat
jynx,drain punch
jynx,focus blast
jynx,energy ball
jynx,giga impact
jynx,nasty plot
jynx,avalanche
jynx,psycho cut
jynx,zen headbutt
jynx,trick room
jynx,captivate
jynx,grass knot
jynx,wonder room
jynx,psyshock
jynx,telekinesis
jynx,magic room
jynx,round
jynx,echoed voice
jynx,stored power
jynx,ally switch
jynx,frost breath
jynx,heart stamp
jynx,draining kiss
jynx,confide
jynx,power up punch
jynx,psychic terrain
jynx,aurora veil
jynx,expanding force
jynx,triple axel
electabuzz,mega punch
electabuzz,fire punch
electabuzz,ice punch
electabuzz,thunder punch
electabuzz,mega kick
electabuzz,headbutt
electabuzz,body slam
electabuzz,take down
electabuzz,double edge
electabuzz,leer
electabuzz,hyper beam
electabuzz,submission
electabuzz,low kick
electabuzz,counter
electabuzz,seismic toss
electabuzz,strength
electabuzz,thunder shock
electabuzz,thunderbolt
electabuzz,thunder wave
electabuzz,thunder
electabuzz,toxic
electabuzz,psychic
electabuzz,quick attack
electabuzz,rage
electabuzz,teleport
electabuzz,mimic
electabuzz,screech
electabuzz,double team
electabuzz,light screen
electabuzz,reflect
electabuzz,bide
electabuzz,metronome
electabuzz,swift
electabuzz,skull bash
electabuzz,flash
electabuzz,psywave
electabuzz,rest
electabuzz,substitute
electabuzz,thief
electabuzz,snore
electabuzz,curse
electabuzz,protect
electabuzz,mud slap
electabuzz,zap cannon
electabuzz,detect
electabuzz,endure
electabuzz,swagger
electabuzz,spark
electabuzz,attract
electabuzz,sleep talk
electabuzz,return
electabuzz,frustration
electabuzz,dynamic punch
electabuzz,iron tail
electabuzz,hidden power
electabuzz,cross chop
electabuzz,rain dance
electabuzz,rock smash
electabuzz,uproar
electabuzz,facade
electabuzz,focus punch
electabuzz,follow me
electabuzz,charge
electabuzz,taunt
electabuzz,helping hand
electabuzz,brick break
electabuzz,knock off
electabuzz,secret power
electabuzz,metal sound
electabuzz,signal beam
electabuzz,bulk up
electabuzz,covet
electabuzz,shock wave
electabuzz,hammer arm
electabuzz,natural gift
electabuzz,feint
electabuzz,fling
electabuzz,magnet rise
electabuzz,focus blast
electabuzz,giga impact
electabuzz,rock climb
electabuzz,discharge
electabuzz,captivate
electabuzz,charge beam
electabuzz,electro ball
electabuzz,low sweep
electabuzz,round
electabuzz,volt switch
electabuzz,electroweb
electabuzz,wild charge
electabuzz,dual chop
electabuzz,confide
electabuzz,eerie impulse
electabuzz,electric terrain
electabuzz,power up punch
electabuzz,rising voltage
electabuzz,tera blast
electabuzz,trailblaze
electabuzz,supercell slam
magmar,mega punch
magmar,fire punch
magmar,thunder punch
magmar,mega kick
magmar,headbutt
magmar,tackle
magmar,body slam
magmar,take down
magmar,double edge
magmar,leer
magmar,roar
magmar,ember
magmar,flamethrower
magmar,hyper beam
magmar,submission
magmar,low kick
magmar,counter
magmar,seismic toss
magmar,strength
magmar,fire spin
magmar,toxic
magmar,psychic
magmar,rage
magmar,teleport
magmar,mimic
magmar,screech
magmar,double team
magmar,smokescreen
magmar,confuse ray
magmar,focus energy
magmar,bide
magmar,metronome
magmar,smog
magmar,fire blast
magmar,skull bash
magmar,poison gas
magmar,psywave
magmar,rest
magmar,substitute
magmar,thief
magmar,flame wheel
magmar,snore
magmar,curse
magmar,protect
magmar,mach punch
magmar,scary face
magmar,feint attack
magmar,belly drum
magmar,mud slap
magmar,detect
magmar,endure
magmar,swagger
magmar,attract
magmar,sleep talk
magmar,return
magmar,frustration
magmar,dynamic punch
magmar,iron tail
magmar,hidden power
magmar,cross chop
magmar,sunny day
magmar,rock smash
magmar,uproar
magmar,heat wave
magmar,will o wisp
magmar,facade
magmar,focus punch
magmar,follow me
magmar,taunt
magmar,helping hand
magmar,brick break
magmar,knock off
magmar,secret power
magmar,overheat
magmar,covet
magmar,natural gift
magmar,fling
magmar,power swap
magmar,flare blitz
magmar,poison jab
magmar,focus blast
magmar,giga impact
magmar,rock climb
magmar,lava plume
magmar,captivate
magmar,flame burst
magmar,flame charge
magmar,low sweep
magmar,acid spray
magmar,round
magmar,clear smog
magmar,incinerate
magmar,dual chop
magmar,heat crash
magmar,belch
magmar,confide
magmar,power up punch
magmar,burning jealousy
magmar,scorching sands
magmar,tera blast
magmar,temper flare
pinsir,vice grip
pinsir,guillotine
pinsir,swords dance
pinsir,cut
pinsir,bind
pinsir,headbutt
pinsir,fury attack
pinsir,body slam
pinsir,take down
pinsir,thrash
pinsir,double edge
pinsir,hyper beam
pinsir,submission
pinsir,seismic toss
pinsir,strength
pinsir,string shot
pinsir,earthquake
pinsir,dig
pinsir,toxic
pinsir,quick attack
pinsir,rage
pinsir,mimic
pinsir,double team
pinsir,harden
pinsir,focus energy
pinsir,bide
pinsir,rest
pinsir,rock slide
pinsir,slash
pinsir,substitute
pinsir,thief
pinsir,snore
pinsir,curse
pinsir,flail
pinsir,reversal
pinsir,protect
pinsir,feint attack
pinsir,outrage
pinsir,endure
pinsir,false swipe
pinsir,swagger
pinsir,fury cutter
pinsir,attract
pinsir,sleep talk
pinsir,return
pinsir,frustration
pinsir,vital throw
pinsir,hidden power
pinsir,rain dance
pinsir,sunny day
pinsir,rock smash
pinsir,facade
pinsir,focus punch
pinsir,helping hand
pinsir,superpower
pinsir,revenge
pinsir,brick break
pinsir,knock off
pinsir,secret power
pinsir,rock tomb
pinsir,iron defense
pinsir,bulk up
pinsir,natural gift
pinsir,feint
pinsir,close combat
pinsir,fling
pinsir,me first
pinsir,x scissor
pinsir,focus blast
pinsir,giga impact
pinsir,rock climb
pinsir,stone edge
pinsir,captivate
pinsir,stealth rock
pinsir,bug bite
pinsir,double hit
pinsir,smack down
pinsir,storm throw
pinsir,round
pinsir,struggle bug
pinsir,bulldoze
pinsir,confide
pinsir,high horsepower
pinsir,throat chop
pinsir,brutal swing
tauros,stomp
tauros,headbutt
tauros,horn attack
tauros,horn drill
tauros,tackle
tauros,body slam
tauros,take down
tauros,thrash
tauros,double edge
tauros,tail whip
tauros,leer
tauros,flamethrower
tauros,surf
tauros,ice beam
tauros,blizzard
tauros,hyper beam
tauros,strength
tauros,solar beam
tauros,thunderbolt
tauros,thunder
tauros,earthquake
tauros,fissure
tauros,dig
tauros,toxic
tauros,rage
tauros,mimic
tauros,double team
tauros,focus energy
tauros,bide
tauros,fire blast
tauros,skull bash
tauros,rest
tauros,rock slide
tauros,substitute
tauros,thief
tauros,snore
tauros,curse
tauros,reversal
tauros,spite
tauros,protect
tauros,scary face
tauros,zap cannon
tauros,icy wind
tauros,outrage
tauros,sandstorm
tauros,endure
tauros,swagger
tauros,attract
tauros,sleep talk
tauros,return
tauros,frustration
tauros,megahorn
tauros,pursuit
tauros,iron tail
tauros,hidden power
tauros,rain dance
tauros,sunny day
tauros,shadow ball
tauros,rock smash
tauros,whirlpool
tauros,uproar
tauros,facade
tauros,helping hand
tauros,role play
tauros,revenge
tauros,endeavor
tauros,secret power
tauros,rock tomb
tauros,shock wave
tauros,water pulse
tauros,natural gift
tauros,close combat
tauros,payback
tauros,assurance
tauros,giga impact
tauros,zen headbutt
tauros,rock climb
tauros,iron head
tauros,stone edge
tauros,captivate
tauros,round
tauros,incinerate
tauros,retaliate
tauros,bulldoze
tauros,work up
tauros,wild charge
tauros,confide
tauros,high horsepower
tauros,throat chop
tauros,smart strike
tauros,stomping tantrum
tauros,lash out
tauros,tera blast
tauros,raging bull
tauros,trailblaze
magikarp,tackle
magikarp,hydro pump
magikarp,splash
magikarp,flail
magikarp,bounce
gyarados,bind
gyarados,headbutt
gyarados,tackle
gyarados,body slam
gyarados,take down
gyarados,thrash
gyarados,double edge
gyarados,leer
gyarados,bite
gyarados,roar
gyarados,flamethrower
gyarados,water gun
gyarados,hydro pump
gyarados,surf
gyarados,ice beam
gyarados,blizzard
gyarados,bubble beam
gyarados,hyper beam
gyarados,strength
gyarados,dragon rage
gyarados,thunderbolt
gyarados,thunder wave
gyarados,thunder
gyarados,earthquake
gyarados,toxic
gyarados,rage
gyarados,mimic
gyarados,double team
gyarados,reflect
gyarados,focus energy
gyarados,bide
gyarados,fire blast
gyarados,waterfall
gyarados,skull bash
gyarados,splash
gyarados,rest
gyarados,substitute
gyarados,snore
gyarados,curse
gyarados,flail
gyarados,spite
gyarados,protect
gyarados,scary face
gyarados,zap cannon
gyarados,icy wind
gyarados,outrage
gyarados,sandstorm
gyarados,endure
gyarados,swagger
gyarados,attract
gyarados,sleep talk
gyarados,return
gyarados,frustration
gyarados,dragon breath
gyarados,iron tail
gyarados,hidden power
gyarados,twister
gyarados,rain dance
gyarados,sunny day
gyarados,crunch
gyarados,rock smash
gyarados,whirlpool
gyarados,uproar
gyarados,hail
gyarados,torment
gyarados,facade
gyarados,taunt
gyarados,helping hand
gyarados,endeavor
gyarados,secret power
gyarados,dive
gyarados,muddy water
gyarados,bounce
gyarados,dragon dance
gyarados,water pulse
gyarados,brine
gyarados,natural gift
gyarados,payback
gyarados,dark pulse
gyarados,aqua tail
gyarados,dragon pulse
gyarados,giga impact
gyarados,avalanche
gyarados,ice fang
gyarados,power whip
gyarados,iron head
gyarados,stone edge
gyarados,captivate
gyarados,round
gyarados,scald
gyarados,incinerate
gyarados,bulldoze
gyarados,dragon tail
gyarados,hurricane
gyarados,confide
gyarados,brutal swing
gyarados,scale shot
gyarados,lash out
gyarados,tera blast
gyarados,chilling water
gyarados,dragon cheer
gyarados,temper flare
lapras,headbutt
lapras,horn drill
lapras,body slam
lapras,take down
lapras,double edge
lapras,growl
lapras,roar
lapras,sing
lapras,mist
lapras,water gun
lapras,hydro pump
lapras,surf
lapras,ice beam
lapras,blizzard
lapras,bubble beam
lapras,aurora beam
lapras,hyper beam
lapras,strength
lapras,solar beam
lapras,dragon rage
lapras,thunderbolt
lapras,thunder
lapras,earthquake
lapras,fissure
lapras,toxic
lapras,psychic
lapras,rage
lapras,mimic
lapras,double team
lapras,confuse ray
lapras,haze
lapras,reflect
lapras,bide
lapras,waterfall
lapras,skull bash
lapras,dream eater
lapras,psywave
lapras,rest
lapras,substitute
lapras,nightmare
lapras,snore
lapras,curse
lapras,protect
lapras,zap cannon
lapras,foresight
lapras,perish song
lapras,icy wind
lapras,outrage
lapras,endure
lapras,charm
lapras,swagger
lapras,attract
lapras,sleep talk
lapras,heal bell
lapras,return
lapras,frustration
lapras,safeguard
lapras,megahorn
lapras,dragon breath
lapras,iron tail
lapras,hidden power
lapras,rain dance
lapras,ancient power
lapras,future sight
lapras,rock smash
lapras,whirlpool
lapras,hail
lapras,facade
lapras,helping hand
lapras,refresh
lapras,secret power
lapras,dive
lapras,hyper voice
lapras,weather ball
lapras,tickle
lapras,signal beam
lapras,sheer cold
lapras,muddy water
lapras,icicle spear
lapras,block
lapras,dragon dance
lapras,shock wave
lapras,water pulse
lapras,brine
lapras,natural gift
lapras,aqua tail
lapras,dragon pulse
lapras,giga impact
lapras,avalanche
lapras,ice shard
lapras,zen headbutt
lapras,iron head
lapras,captivate
lapras,round
lapras,echoed voice
lapras,bulldoze
lapras,frost breath
lapras,drill run
lapras,freeze dry
lapras,disarming voice
lapras,confide
lapras,sparkling aria
lapras,smart strike
lapras,liquidation
lapras,body press
lapras,life dew
lapras,tera blast
lapras,snowscape
lapras,chilling water
lapras,dragon cheer
lapras,alluring voice
lapras,psychic noise
ditto,transform
eevee,pay day
eevee,double kick
eevee,sand attack
eevee,headbutt
eevee,tackle
eevee,body slam
eevee,take down
eevee,double edge
eevee,tail whip
eevee,bite
eevee,growl
eevee,roar
eevee,dig
eevee,toxic
eevee,quick attack
eevee,rage
eevee,mimic
eevee,double team
eevee,reflect
eevee,focus energy
eevee,bide
eevee,swift
eevee,skull bash
eevee,rest
eevee,substitute
eevee,snore
eevee,curse
eevee,flail
eevee,protect
eevee,mud slap
eevee,detect
eevee,endure
eevee,charm
eevee,swagger
eevee,attract
eevee,sleep talk
eevee,heal bell
eevee,return
eevee,frustration
eevee,baton pass
eevee,iron tail
eevee,hidden power
eevee,rain dance
eevee,sunny day
eevee,shadow ball
eevee,facade
eevee,helping hand
eevee,wish
eevee,yawn
eevee,refresh
eevee,secret power
eevee,hyper voice
eevee,weather ball
eevee,fake tears
eevee,tickle
eevee,covet
eevee,calm mind
eevee,natural gift
eevee,trump card
eevee,copycat
eevee,last resort
eevee,captivate
eevee,synchronoise
eevee,round
eevee,echoed voice
eevee,stored power
eevee,retaliate
eevee,work up
eevee,confide
eevee,baby doll eyes
eevee,laser focus
eevee,tera blast
eevee,trailblaze
eevee,alluring voice
vaporeon,pay day
vaporeon,double kick
vaporeon,sand attack
vaporeon,headbutt
vaporeon,tackle
vaporeon,body slam
vaporeon,take down
vaporeon,double edge
vaporeon,tail whip
vaporeon,bite
vaporeon,growl
vaporeon,roar
vaporeon,mist
vaporeon,water gun
vaporeon,hydro pump
vaporeon,surf
vaporeon,ice beam
vaporeon,blizzard
vaporeon,bubble beam
vaporeon,aurora beam
vaporeon,hyper beam
vaporeon,strength
vaporeon,dig
vaporeon,toxic
vaporeon,quick attack
vaporeon,rage
vaporeon,mimic
vaporeon,double team
vaporeon,haze
vaporeon,reflect
vaporeon,focus energy
vaporeon,bide
vaporeon,waterfall
vaporeon,swift
vaporeon,skull bash
vaporeon,bubble
vaporeon,acid armor
vaporeon,rest
vaporeon,substitute
vaporeon,snore
vaporeon,curse
vaporeon,protect
vaporeon,mud slap
vaporeon,icy wind
vaporeon,detect
vaporeon,endure
vaporeon,charm
vaporeon,swagger
vaporeon,attract
vaporeon,sleep talk
vaporeon,heal bell
vaporeon,return
vaporeon,frustration
vaporeon,baton pass
vaporeon,iron tail
vaporeon,hidden power
vaporeon,rain dance
vaporeon,sunny day
vaporeon,shadow ball
vaporeon,rock smash
vaporeon,whirlpool
vaporeon,hail
vaporeon,facade
vaporeon,helping hand
vaporeon,yawn
vaporeon,secret power
vaporeon,dive
vaporeon,hyper voice
vaporeon,weather ball
vaporeon,fake tears
vaporeon,signal beam
vaporeon,muddy water
vaporeon,covet
vaporeon,calm mind
vaporeon,water pulse
vaporeon,brine
vaporeon,natural gift
vaporeon,copycat
vaporeon,last resort
vaporeon,aqua ring
vaporeon,aqua tail
vaporeon,giga impact
vaporeon,captivate
vaporeon,round
vaporeon,echoed voice
vaporeon,stored power
vaporeon,scald
vaporeon,retaliate
vaporeon,work up
vaporeon,confide
vaporeon,baby doll eyes
vaporeon,laser focus
vaporeon,liquidation
vaporeon,flip turn
vaporeon,tera blast
vaporeon,trailblaze
vaporeon,chilling water
vaporeon,alluring voice
